rk,player,pos,squad,age,club,born,mp,starts,min,90s,gls,ast,gpa,g_pk,pk,pkatt,crdy,crdr,gls_p90,ast,gpa,g_pk,gpa_pk,matches,_9999,rk_sh,player_sh,pos_sh,squad_sh,gls_sh,sh,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,pk_sh,pkatt_sh,matches_sh,_9999_sh,rk_misc,player_misc,pos_misc,squad_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches_misc,_9999_misc,rk_gk,player_gk,pos_gk,squad_gk,club_gk,mp_gk,starts_gk,min_gk,90s_gk,ga,ga90,sota,saves,savepct,w,d,l,cs,cspct,pkatt_gk,pka,pksv,pkm,savepct.1,matches_gk,_9999_gk,min_sb,90s_sb,gls_sb,ast_sb,sh_sb,crs_sb,tklw_sb,int_sb,fls_sb,att_sb,succ_sb,carries_sb,prgcarries_sb,saves_sb,ga_sb,sota_sb,save%_sb,cs_sb,gls_p90_sb,ast_p90_sb,sh_p90_sb,crs_p90_sb,tklw_p90_sb,int_p90_sb,att_p90_sb,succ_p90_sb,carries_p90_sb,prgcarries_p90_sb,saves_p90_sb,cs_p90_sb,player_sb,match_stage,pressures_p90,pressures_final_third_p90,pressures_mid_third_p90,claims_p90,sweeper_clearances_p90,headed_clearances_p90,recoveries_p90,passes_received_p90,one_touch_finishes_p90,launch_passes_p90,def_actions_outside_box_p90,avg_def_position_y,touches_wide_p90,touches_halfspace_p90,touches_6yard_box_p90,final_third_entries_p90,carries_into_box_p90,goals_prevented_p90,reflex_saves_p90,cross_accuracy_pct,headers_p90,Gls_p90,Ast_p90,Sh_p90,SoT_p90,Crs_p90,Int_p90,TklW_p90,Fls_p90,Fld_p90,Off_p90,Saves_p90,GA_p90,CS_p90,PK_p90,PKatt_p90,PKwon_p90,PKcon_p90,OG_p90,CrdY_p90,CrdR_p90,Min_p90,MP_p90,Starts_p90,save_pct,conversion_pct,shots_on_target_pct,position_group,primary_position
486,Pepe,DF,pt Portugal,39.0,1.pt Porto,1983.0,4.0,4.0,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,c906ce0f,486,Pepe,DF,pt Portugal,1.0,3.0,1.0,33.3,0.75,0.25,0.33,1.0,0.0,0.0,Matches,c906ce0f,486,Pepe,DF,pt Portugal,0.0,0.0,0.0,3.0,5.0,1.0,1.0,6.0,0.0,,,0.0,Matches,c906ce0f,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,235.0,5.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.5,0.25,0.75,0.25,0.25,58.75,1.25,0.0,0.0,Kléper Laveran Lima Ferreira,nickname,4.5,0.25,2.25,0.0,0.0,2.0,4.5,61.25,0.0,0.0,0.0,0.0,18.5,13.75,0.5,11.25,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.75,0.25,0.25,1.5,0.0,0.75,1.25,0.25,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.3333333332222222,0.3333333332222222,DF,DF
179,Pervis Estupiñán,DFMF,ec Ecuador,24.0,1.eng Brighton,1998.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d38fdf53,179,Pervis Estupiñán,DFMF,ec Ecuador,0.0,1.0,1.0,100.0,0.33,0.33,0.0,0.0,0.0,0.0,Matches,d38fdf53,179,Pervis Estupiñán,DFMF,ec Ecuador,0.0,0.0,0.0,8.0,3.0,2.0,20.0,3.0,4.0,,,0.0,Matches,d38fdf53,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,2.0,10.0,2.0,5.0,7.0,8.0,3.0,133.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,44.333333333333336,2.6666666666666665,0.0,0.0,Pervis Josué Estupiñán Tenorio,token-subset,12.0,1.3333333333333333,4.333333333333333,0.0,0.0,0.6666666666666666,5.666666666666667,49.333333333333336,0.0,0.0,0.0,0.0,38.666666666666664,6.333333333333333,0.0,8.666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,6.666666666666667,1.0,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.9999999989999999,DF,DFMF
258,Piero Hincapié,DF,ec Ecuador,20.0,1.de Leverkusen,2002.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0c7a48f8,258,Piero Hincapié,DF,ec Ecuador,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,0c7a48f8,258,Piero Hincapié,DF,ec Ecuador,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,4.0,,,0.0,Matches,0c7a48f8,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,151.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.0,50.333333333333336,0.6666666666666666,0.0,0.0,Piero Martín Hincapié Reyna,token-subset,11.0,0.3333333333333333,4.0,0.0,0.0,2.3333333333333335,2.6666666666666665,56.666666666666664,0.0,0.0,0.0,0.0,22.666666666666668,18.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
267,Pierre Højbjerg,MF,dk Denmark,26.0,1.eng Tottenham,1995.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8b04d6c1,267,Pierre Højbjerg,MF,dk Denmark,0.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,0.0,0.0,Matches,8b04d6c1,267,Pierre Højbjerg,MF,dk Denmark,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,,,0.0,Matches,8b04d6c1,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,2.0,1.0,195.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,65.0,1.0,0.0,0.0,Pierre-Emile Højbjerg,token-subset,9.333333333333334,0.3333333333333333,3.6666666666666665,0.0,0.0,1.0,6.333333333333333,63.0,0.3333333333333333,0.0,0.0,0.0,17.333333333333332,14.333333333333334,0.0,11.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.0,0.49999999975,MF,MF
676,Piotr Zieliński,MF,pl Poland,28.0,1.it Napoli,1994.0,4.0,4.0,328.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,a5296e55,676,Piotr Zieliński,MF,pl Poland,1.0,3.0,2.0,66.7,0.82,0.55,0.33,0.5,0.0,0.0,Matches,a5296e55,676,Piotr Zieliński,MF,pl Poland,0.0,0.0,0.0,4.0,2.0,0.0,16.0,1.0,5.0,,,0.0,Matches,a5296e55,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,3.7,1.0,0.0,3.0,5.0,0.0,2.0,3.0,4.0,3.0,102.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2702702702702702,0.0,0.8108108108108107,1.351351351351351,0.0,0.5405405405405405,1.081081081081081,0.8108108108108107,27.567567567567565,1.891891891891892,0.0,0.0,Piotr Zieliński,exact,13.055555555555555,3.333333333333333,6.111111111111111,0.0,0.0,0.5555555555555556,4.166666666666667,37.77777777777778,0.8333333333333333,0.0,0.0,0.0,15.833333333333332,6.944444444444445,0.0,8.055555555555555,0.0,0.0,0.0,0.8,0.0,0.2777777777777778,0.0,0.8333333333333333,0.5555555555555556,4.444444444444445,0.2777777777777778,1.3888888888888888,1.1111111111111112,0.5555555555555556,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,91.11111111111111,1.1111111111111112,1.1111111111111112,,0.3333333332222222,0.6666666664444444,MF,MF
233,Raphaël Guerreiro,DF,pt Portugal,28.0,1.de Dortmund,1993.0,4.0,3.0,279.0,3.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.32,0.65,0.97,0.32,0.97,Matches,048a1cbc,233,Raphaël Guerreiro,DF,pt Portugal,1.0,3.0,1.0,33.3,0.97,0.32,0.33,1.0,0.0,0.0,Matches,048a1cbc,233,Raphaël Guerreiro,DF,pt Portugal,0.0,0.0,0.0,2.0,1.0,0.0,14.0,3.0,2.0,,,0.0,Matches,048a1cbc,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,3.1,1.0,2.0,3.0,12.0,0.0,2.0,2.0,1.0,0.0,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.6451612903225806,0.9677419354838708,3.870967741935484,0.0,0.6451612903225806,0.3225806451612903,0.0,38.70967741935484,2.5806451612903225,0.0,0.0,Raphaël Adelino José Guerreiro,token-subset,8.387096774193548,1.9354838709677418,3.225806451612903,0.0,0.0,0.9677419354838709,2.903225806451613,48.70967741935484,0.3225806451612903,0.0,0.0,0.0,39.03225806451613,7.096774193548387,0.0,7.419354838709677,0.6451612903225806,0.0,0.0,0.16666666666666666,0.0,0.3225806451612903,0.6451612903225806,0.9677419354838709,0.3225806451612903,4.516129032258064,0.9677419354838709,0.6451612903225806,0.6451612903225806,0.3225806451612903,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.2903225806451613,0.9677419354838709,,0.3333333332222222,0.3333333332222222,DF,DF
629,Raphaël Varane,DF,fr France,29.0,1.eng Manchester Utd,1993.0,6.0,6.0,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,9f8e9423,629,Raphaël Varane,DF,fr France,0.0,3.0,0.0,0.0,0.52,0.0,0.0,,0.0,0.0,Matches,9f8e9423,629,Raphaël Varane,DF,fr France,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,,,0.0,Matches,9f8e9423,,,,,,,,,,,,,,,,,,,,,,,,,,,517.0,5.7,0.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,218.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,1.0526315789473684,0.175438596491228,0.175438596491228,38.24561403508772,4.035087719298246,0.0,0.0,Raphaël Varane,exact-name,2.7586206896551726,0.5172413793103449,0.6896551724137931,0.0,0.0,1.206896551724138,1.7241379310344829,41.55172413793104,0.1724137931034483,0.0,0.0,0.0,4.482758620689656,13.965517241379311,0.1724137931034483,5.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.0,0.5172413793103449,0.0,0.1724137931034483,0.8620689655172414,0.0,0.1724137931034483,0.1724137931034483,0.1724137931034483,,,,0.0,0.0,,,0.0,0.0,0.0,89.3103448275862,1.0344827586206897,1.0344827586206897,,0.0,0.0,DF,DF
505,Raphinha,FWMF,br Brazil,25.0,1.es Barcelona,1996.0,5.0,4.0,315.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,3423f250,505,Raphinha,FWMF,br Brazil,0.0,8.0,6.0,75.0,2.29,1.71,0.0,0.0,0.0,0.0,Matches,3423f250,505,Raphinha,FWMF,br Brazil,0.0,0.0,0.0,2.0,5.0,0.0,22.0,3.0,6.0,,,0.0,Matches,3423f250,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,3.5,0.0,0.0,8.0,13.0,2.0,2.0,2.0,11.0,7.0,148.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,3.7142857142857135,0.5714285714285714,0.5714285714285714,3.142857142857143,2.0,42.285714285714285,4.0,0.0,0.0,Raphael Dias Belloli,nickname,14.571428571428571,6.285714285714286,6.0,0.0,0.0,0.0,4.857142857142857,49.714285714285715,0.0,0.0,0.0,0.0,34.0,10.857142857142858,0.2857142857142857,4.571428571428571,3.142857142857143,0.0,0.0,0.23076923076923078,0.0,0.0,0.2857142857142857,2.2857142857142856,1.7142857142857142,6.285714285714286,0.8571428571428571,1.7142857142857142,0.5714285714285714,1.4285714285714286,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.0,1.4285714285714286,1.1428571428571428,,0.0,0.74999999990625,FW,FWMF
201,Remo Freuler,MF,ch Switzerland,30.0,1.eng Nottingham,1992.0,4.0,4.0,323.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,98d2c2c4,201,Remo Freuler,MF,ch Switzerland,1.0,3.0,2.0,66.7,0.84,0.56,0.33,0.5,0.0,0.0,Matches,98d2c2c4,201,Remo Freuler,MF,ch Switzerland,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,5.0,,,0.0,Matches,98d2c2c4,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,3.6,1.0,0.0,3.0,1.0,1.0,6.0,7.0,4.0,1.0,113.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.8333333333333333,0.2777777777777778,0.2777777777777778,1.6666666666666663,1.1111111111111112,0.2777777777777778,31.38888888888889,1.3888888888888888,0.0,0.0,Remo Freuler,exact,16.666666666666668,2.2222222222222223,8.88888888888889,0.0,0.0,1.1111111111111112,4.722222222222222,37.77777777777778,0.5555555555555556,0.0,0.0,0.0,17.5,7.777777777777778,0.0,5.277777777777778,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.0,0.8333333333333333,0.5555555555555556,0.0,0.8333333333333333,1.3888888888888888,1.6666666666666665,0.5555555555555556,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,89.72222222222221,1.1111111111111112,1.1111111111111112,,0.3333333332222222,0.6666666664444444,MF,MF
526,Ricardo Rodríguez,DF,ch Switzerland,29.0,1.it Torino,1992.0,4.0,4.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f78ad23,526,Ricardo Rodríguez,DF,ch Switzerland,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,7f78ad23,526,Ricardo Rodríguez,DF,ch Switzerland,0.0,0.0,0.0,6.0,2.0,0.0,12.0,0.0,2.0,,,0.0,Matches,7f78ad23,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,4.0,0.0,0.0,0.0,7.0,1.0,1.0,6.0,1.0,0.0,158.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.25,0.25,0.25,0.0,39.5,2.25,0.0,0.0,Ricardo Iván Rodríguez Araya,token-subset,6.5,1.5,2.0,0.0,0.0,1.5,3.0,42.25,0.0,0.0,0.0,0.0,33.25,6.25,0.25,8.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,1.5,0.5,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,89.75,1.0,1.0,,0.0,0.0,DF,DF
515,Richarlison,FW,br Brazil,25.0,1.eng Tottenham,1997.0,4.0,4.0,323.0,3.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,Matches,fa031b34,515,Richarlison,FW,br Brazil,3.0,8.0,4.0,50.0,2.23,1.11,0.38,0.75,0.0,0.0,Matches,fa031b34,515,Richarlison,FW,br Brazil,0.0,0.0,0.0,5.0,6.0,1.0,2.0,1.0,2.0,,,0.0,Matches,fa031b34,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,3.6,3.0,0.0,8.0,3.0,0.0,1.0,6.0,7.0,2.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,2.2222222222222223,0.8333333333333333,0.0,0.2777777777777778,1.9444444444444444,0.5555555555555556,18.33333333333333,1.6666666666666663,0.0,0.0,Richarlison de Andrade,token-subset,16.38888888888889,9.444444444444445,5.833333333333333,0.0,0.0,1.1111111111111112,5.0,30.0,0.5555555555555556,0.0,0.0,0.0,6.666666666666666,6.944444444444445,0.2777777777777778,1.9444444444444444,1.1111111111111112,0.0,0.0,0.0,0.5555555555555556,0.8333333333333333,0.0,2.2222222222222223,1.1111111111111112,0.5555555555555556,0.2777777777777778,0.5555555555555556,1.3888888888888888,1.6666666666666665,0.2777777777777778,,,,0.0,0.0,,,0.0,0.0,0.0,89.72222222222221,1.1111111111111112,1.1111111111111112,,0.374999999953125,0.4999999999375,FW,FW
348,Robert Lewandowski,FW,pl Poland,33.0,1.es Barcelona,1988.0,4.0,4.0,360.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.5,0.25,0.75,0.25,0.5,Matches,8d78e732,348,Robert Lewandowski,FW,pl Poland,2.0,12.0,4.0,33.3,3.0,1.0,0.08,0.25,1.0,2.0,Matches,8d78e732,348,Robert Lewandowski,FW,pl Poland,0.0,0.0,0.0,6.0,9.0,0.0,3.0,2.0,3.0,,,0.0,Matches,8d78e732,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,2.0,1.0,12.0,3.0,2.0,3.0,6.0,10.0,4.0,95.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,3.0,0.75,0.5,0.75,2.5,1.0,23.75,1.0,0.0,0.0,Robert Lewandowski,exact,9.75,3.0,5.75,0.0,0.0,1.5,3.0,47.0,0.5,0.0,0.0,0.0,17.5,15.0,0.25,5.75,0.75,0.0,0.0,0.3333333333333333,0.5,0.5,0.25,3.0,1.0,0.75,0.5,0.75,1.5,2.25,0.0,,,,0.25,0.5,,,0.0,0.0,0.0,90.0,1.0,1.0,,0.16666666665277777,0.33333333330555553,FW,FW
522,Rodri,DF,es Spain,25.0,1.eng Manchester City,1996.0,4.0,4.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6434f10d,522,Rodri,DF,es Spain,0.0,1.0,0.0,0.0,0.23,0.0,0.0,,0.0,0.0,Matches,6434f10d,522,Rodri,DF,es Spain,0.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,2.0,,,0.0,Matches,6434f10d,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,1.0,3.0,1.0,4.0,6.0,0.0,0.0,549.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.25,1.0,0.0,0.0,137.25,6.0,0.0,0.0,Rodrigo Hernández Cascante,nickname,4.4186046511627906,0.46511627906976744,1.1627906976744187,0.0,0.0,2.0930232558139537,4.651162790697675,138.37209302325581,0.0,0.0,0.0,0.0,13.953488372093023,26.511627906976745,0.23255813953488372,15.58139534883721,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.23255813953488372,0.0,0.46511627906976744,0.6976744186046512,0.46511627906976744,1.1627906976744187,0.23255813953488372,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,90.69767441860465,0.9302325581395349,0.9302325581395349,,0.0,0.0,DF,DF
147,Rodrigo De Paul,MF,ar Argentina,28.0,1.es Atlético Madrid,1994.0,7.0,7.0,599.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,162efffd,147,Rodrigo De Paul,MF,ar Argentina,0.0,7.0,3.0,42.9,1.05,0.45,0.0,0.0,0.0,0.0,Matches,162efffd,147,Rodrigo De Paul,MF,ar Argentina,0.0,0.0,0.0,7.0,15.0,0.0,12.0,7.0,7.0,,,0.0,Matches,162efffd,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0,6.7,0.0,0.0,7.0,15.0,2.0,10.0,10.0,13.0,3.0,461.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044776119402985,2.238805970149253,0.2985074626865671,1.4925373134328357,1.9402985074626864,0.4477611940298507,68.80597014925372,2.238805970149253,0.0,0.0,Rodrigo Javier De Paul,token-subset,16.567164179104477,3.2835820895522385,9.253731343283581,0.0,0.0,0.0,5.522388059701492,80.29850746268656,0.5970149253731343,0.0,0.0,0.0,33.88059701492537,20.44776119402985,0.0,11.194029850746269,0.5970149253731343,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,1.044776119402985,0.44776119402985076,1.791044776119403,1.044776119402985,1.044776119402985,1.044776119402985,2.2388059701492535,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,89.40298507462687,1.044776119402985,1.044776119402985,,0.0,0.4285714285102041,MF,MF
538,Romain Saïss,DF,ma Morocco,32.0,1.tr Beşiktaş,1990.0,6.0,6.0,466.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,9fbbcf39,538,Romain Saïss,DF,ma Morocco,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Matches,9fbbcf39,538,Romain Saïss,DF,ma Morocco,1.0,0.0,0.0,4.0,0.0,2.0,1.0,3.0,1.0,,,0.0,Matches,9fbbcf39,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,4.8,1.0,0.0,1.0,1.0,3.0,6.0,5.0,1.0,0.0,128.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.2083333333333333,0.2083333333333333,0.625,1.25,0.2083333333333333,0.0,26.666666666666668,1.4583333333333337,0.0,0.0,Romain Saïss,exact,6.730769230769231,0.3846153846153846,2.3076923076923075,0.0,0.0,3.4615384615384612,2.3076923076923075,26.923076923076923,0.0,0.0,0.0,0.0,4.8076923076923075,8.653846153846153,0.3846153846153846,4.8076923076923075,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.0,0.1923076923076923,0.5769230769230769,0.1923076923076923,0.7692307692307692,0.0,0.3846153846153846,,,,0.0,0.0,,,0.0,0.1923076923076923,0.0,89.61538461538461,1.1538461538461537,1.1538461538461537,,999999999.9999999,0.0,DF,DF
156,Rúben Dias,DF,pt Portugal,25.0,1.eng Manchester City,1997.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,31c69ef1,156,Rúben Dias,DF,pt Portugal,0.0,1.0,0.0,0.0,0.25,0.0,0.0,,0.0,0.0,Matches,31c69ef1,156,Rúben Dias,DF,pt Portugal,1.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,3.0,,,0.0,Matches,31c69ef1,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,216.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.0,54.0,1.75,0.0,0.0,Rúben Santos Gato Alves Dias,token-subset,4.25,0.25,2.0,0.0,0.0,2.0,3.5,55.75,0.0,0.0,0.0,0.0,9.0,21.25,0.0,4.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.75,1.0,0.5,0.0,,,,0.0,0.0,,,0.0,0.25,0.0,90.0,1.0,1.0,,0.0,0.0,DF,DF
446,Rúben Neves,MF,pt Portugal,25.0,1.eng Wolves,1997.0,5.0,4.0,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,44bfb6c5,446,Rúben Neves,MF,pt Portugal,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,0.0,Matches,44bfb6c5,446,Rúben Neves,MF,pt Portugal,1.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,1.0,,,0.0,Matches,44bfb6c5,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,212.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,70.66666666666667,1.0,0.0,0.0,Rúben Diogo Da Silva Neves,token-subset,12.333333333333334,2.3333333333333335,7.333333333333333,0.0,0.0,0.6666666666666666,4.0,77.66666666666667,0.6666666666666666,0.0,0.0,0.0,14.0,18.666666666666668,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,,,,0.0,0.0,,,0.0,0.3333333333333333,0.0,89.33333333333333,1.6666666666666667,1.3333333333333333,,0.0,0.0,MF,MF
631,Ruben Vargas,MFFW,ch Switzerland,23.0,1.de Augsburg,1998.0,4.0,4.0,285.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,6ecbddf6,631,Ruben Vargas,MFFW,ch Switzerland,0.0,3.0,1.0,33.3,0.95,0.32,0.0,0.0,0.0,0.0,Matches,6ecbddf6,631,Ruben Vargas,MFFW,ch Switzerland,1.0,0.0,0.0,4.0,2.0,1.0,15.0,1.0,0.0,,,0.0,Matches,6ecbddf6,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0,3.2,0.0,1.0,3.0,9.0,0.0,1.0,5.0,2.0,1.0,93.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.9375,2.8125,0.0,0.3125,0.625,0.3125,29.0625,4.6875,0.0,0.0,Ruben Vargas,exact-name,10.3125,2.5,4.375,0.0,0.0,0.3125,2.8125,40.3125,0.625,0.0,0.0,0.0,27.1875,6.875,0.3125,4.375,0.625,0.0,0.0,0.1111111111111111,0.0,0.0,0.3125,0.9375,0.3125,4.6875,0.3125,0.0,1.25,0.625,0.3125,,,,0.0,0.0,,,0.0,0.3125,0.0,89.0625,1.25,1.25,,0.0,0.3333333332222222,FW,MFFW
